isbn,authors,original_publication_year,original_title,average_rating,image_url
689862202,Robert C. O'Brien,1971,Mrs. Frisby and the Rats of NIMH,4.13,https://images.gr-assets.com/books/1351191064m/9822.jpg
751514624,Stephen King,1982,Different Seasons,4.34,https://images.gr-assets.com/books/1329662611m/39662.jpg
60529962,Laura Ingalls Wilder, Garth Williams,1953,The Little House Collection,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
143035479,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,3.29,https://images.gr-assets.com/books/1309210476m/33926.jpg
380813815,Christopher Moore,2002,Lamb: The Gospel According to Biff, Christ's Childhood Pal,4.26,https://images.gr-assets.com/books/1331419009m/28881.jpg
1577314808,Eckhart Tolle,1997,The Power of Now,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
399159010,Jenny  Lawson,2012,Let's Pretend This Never Happened (A Mostly True Memoir),3.9,https://images.gr-assets.com/books/1489415716m/12868761.jpg
553804677,Scott Lynch,2006,The Lies of Locke Lamora,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
64471837,Garth Nix,1995,Sabriel,4.17,https://images.gr-assets.com/books/1293655399m/518848.jpg
441017150,Charlaine Harris,2009,Dead and Gone,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1439102767,Jodi Picoult,2013,The Storyteller,4.26,https://images.gr-assets.com/books/1356328634m/15753740.jpg
1620610078,Jennifer L. Armentrout,2011,Obsidian,4.23,https://images.gr-assets.com/books/1328275091m/12578077.jpg
345418905,Douglas Adams,1982,Life, the Universe and Everything,4.19,https://images.gr-assets.com/books/1333577589m/8694.jpg
1619630621,Sarah J. Maas,2013,Crown of Midnight,4.49,https://images.gr-assets.com/books/1391580481m/17167166.jpg
1932664084,Bryan Lee O'Malley,2004,Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416586288,Jeannette Walls,2008,Half Broke Horses: A True Life Novel,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61020680,Terry Pratchett,1987,Mort,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
373210086,Julie Kagawa,2010,The Iron King (The Iron Fey, #1) ,3.92,https://images.gr-assets.com/books/1327877670m/6644117.jpg
067168390X,Larry McMurtry,1985,Lonesome Dove,4.47,https://images.gr-assets.com/books/1378573063m/256008.jpg
393324826,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,4.05,https://images.gr-assets.com/books/1347656489m/32145.jpg
1595143173,Richelle Mead,2011,Bloodlines,4.22,https://images.gr-assets.com/books/1297199431m/8709527.jpg
765342405,Orson Scott Card,1998,Ender's Shadow,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385342020,Sophie Kinsella,2009,Twenties Girl,3.82,https://images.gr-assets.com/books/1320544759m/6063187.jpg
340606517,Thomas Keneally,1982,Schindler's Ark,4.34,https://images.gr-assets.com/books/1348163457m/375013.jpg
452287065,Toni Morrison,1970,The Bluest Eye,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416563687,Philippa Gregory,2009,The White Queen,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345350685,Malcolm X, Alex Haley,1965,The Autobiography of Malcolm X,4.29,https://images.gr-assets.com/books/1434682864m/92057.jpg
1563892278,Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger,1989,Preludes & Nocturnes,4.3,https://images.gr-assets.com/books/1411609637m/23754.jpg
345465083,Laura Hillenbrand,1999,Seabiscuit,4.2,https://images.gr-assets.com/books/1171644213m/110737.jpg
038073186X,Dennis Lehane,2003,Shutter Island,4.07,https://images.gr-assets.com/books/1329269081m/21686.jpg
553328255,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,4.5,https://images.gr-assets.com/books/1465539139m/188572.jpg
198320272,William Shakespeare, Roma Gill,1599,The Tragedy of Julius Caesar,3.65,https://images.gr-assets.com/books/1354574927m/13006.jpg
307408841,Erik Larson,2011,In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin,3.81,https://images.gr-assets.com/books/1327864303m/9938498.jpg
074347757X,William Shakespeare,1593,The Taming of the Shrew,3.81,https://images.gr-assets.com/books/1327935253m/47021.jpg
312642970,Marissa Meyer,2014,Cress,4.46,https://images.gr-assets.com/books/1470057005m/13206828.jpg
006621131X,Patti Smith,2010,Just Kids,4.14,https://images.gr-assets.com/books/1259762407m/341879.jpg
767905180,Jane Green,2001,Jemima J,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451527887,Victor Hugo, Walter J. Cobb,1831,Notre-Dame de Paris,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
140003065X,Rohinton Mistry,1996,A Fine Balance,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
836220889,Bill Watterson, G.B. Trudeau,1987,Calvin and Hobbes,4.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
689865406,Scott Westerfeld,2006,Specials,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
543898083,Kate Chopin,1899,The Awakening,3.63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
031237982X,P.C. Cast, Kristin Cast,2009,Hunted,3.93,https://images.gr-assets.com/books/1438042897m/4134071.jpg
1401303277,Mitch Albom,2006,For One More Day,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
425144372,Tom Clancy,1989,Clear and Present Danger,4.08,https://images.gr-assets.com/books/1291440438m/32669.jpg
60513098,Shel Silverstein,1996,Falling Up,4.33,https://images.gr-assets.com/books/1327871908m/30120.jpg
61992704,Justin Halpern,2010,Sh*t My Dad Says,3.98,https://images.gr-assets.com/books/1370399211m/7821447.jpg
2020336464,Irvine Welsh, Eric Lindor Fall,1993,Trainspotting,4.07,https://images.gr-assets.com/books/1375258001m/23955.jpg
553803727,Isaac Asimov,1952,Foundation and Empire,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1878424505,Miguel Ruiz,1997,The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743296435,Jodi Picoult,2010,House Rules,4.01,https://images.gr-assets.com/books/1290479868m/6614960.jpg
394709306,Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern,1812,Brüder Grimm: Kinder- und Hausmärchen,4.31,https://images.gr-assets.com/books/1369540060m/22917.jpg
744583276,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,https://images.gr-assets.com/books/1327784751m/3980.jpg
1476727651,Stephen King,2013,Doctor Sleep,4.1,https://images.gr-assets.com/books/1362415596m/16130549.jpg
140285679,Nick Hornby,1998,About a Boy,3.79,https://images.gr-assets.com/books/1382004144m/4271.jpg
1434768511,Francis Chan, Danae Yankoski, Chris Tomlin,2008,Crazy Love: Overwhelmed by a Relentless God,4.15,https://images.gr-assets.com/books/1328763220m/3206011.jpg
7173687,Dr. Seuss,1960,One Fish, Two Fish, Red Fish, Blue Fish,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553213873,Helen Keller,1902,The Story of My Life,4.07,https://images.gr-assets.com/books/1320429331m/821611.jpg
052595127X,Jonathan Tropper,2009,This Is Where I Leave You,3.88,https://images.gr-assets.com/books/1467397162m/6224935.jpg
446563080,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,3.7,https://images.gr-assets.com/books/1291165397m/7108001.jpg
743482832,William Shakespeare,1623,The Tempest,3.8,https://images.gr-assets.com/books/1327793692m/12985.jpg
1905654944,P.C. Cast, Kristin Cast,2010,Burned: A House of Night Novel,3.98,https://images.gr-assets.com/books/1327944437m/6917952.jpg
340829788,Stephen King, Dave McKean,1997,Wizard and Glass,4.24,https://images.gr-assets.com/books/1327946510m/5096.jpg
385351399,Dave Eggers,2013,The Circle,3.46,https://images.gr-assets.com/books/1376419833m/18302455.jpg
439813786,Brian Selznick,2007,The Invention of Hugo Cabret,4.23,https://images.gr-assets.com/books/1422312376m/9673436.jpg
60776099,Aldous Huxley, Christopher Hitchens,1932,Brave New World/Brave New World Revisited,4.16,https://images.gr-assets.com/books/1331315450m/5479.jpg
778316556,Mary Kubica,2014,The Good Girl,3.81,https://images.gr-assets.com/books/1388340126m/18812405.jpg
1250049377,Rainbow Rowell,2014,Landline,3.55,https://images.gr-assets.com/books/1499378092m/18081809.jpg
1905654588,P.C. Cast, Kristin Cast,2008,Tempted,3.96,https://images.gr-assets.com/books/1408633041m/6262365.jpg
375706674,Cormac McCarthy,2005,No Country for Old Men,4.12,https://images.gr-assets.com/books/1443231179m/12497.jpg
7230206,Hilary Mantel,2009,Wolf Hall,3.85,https://images.gr-assets.com/books/1336576165m/6101138.jpg
006441034X,Diana Wynne Jones,1986,Howl's Moving Castle,4.3,https://images.gr-assets.com/books/1407450489m/6294.jpg
2226131906,Stephen King, William Olivier Desmond,2001,Dreamcatcher,3.59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"691096120,Henry David Thoreau,1854,Walden; or Life in the Woods,3.79,https://images.gr-assets.com/books/1465675526m/16902.jpg"
571225381,Kazuo Ishiguro,1989,The Remains of the Day,4.1,https://images.gr-assets.com/books/1327128714m/28921.jpg
446547654,Nicholas Sparks,2010,The Best of Me,3.91,https://images.gr-assets.com/books/1301685366m/10766509.jpg
224094157,Julian Barnes,2011,The Sense of an Ending,3.7,https://images.gr-assets.com/books/1311704453m/10746542.jpg
312938993,Sue Grafton,1982,A is for Alibi,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1400067111,Lisa See,2009,Shanghai Girls,3.87,https://images.gr-assets.com/books/1327968416m/5960325.jpg
143039091,Kenneth Grahame, Gillian Avery,1908,The Wind in the Willows,3.98,https://images.gr-assets.com/books/1423183570m/5659.jpg
037571457X,Marjane Satrapi, Mattias Ripa,2000,Persepolis,4.23,https://images.gr-assets.com/books/1425871473m/9516.jpg
1420925431,E.M. Forster,1908,A Room with a View,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316084239,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,3.86,https://images.gr-assets.com/books/1271108843m/6931356.jpg
067001088X,Sarah Dessen,2008,Lock and Key,4.01,https://images.gr-assets.com/books/1479691949m/1295102.jpg
399151575,J.D. Robb,1995,Naked in Death,4.13,https://images.gr-assets.com/books/1297783540m/268602.jpg
385339666,John Grisham,1994,The Chamber,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1569319006,Masashi Kishimoto, Katy Bridges,1999,NARUTO -ナルト- 巻ノ一 ,4.35,https://images.gr-assets.com/books/1435524806m/204042.jpg
812993292,Rachel Joyce,2012,The Unlikely Pilgrimage of Harold Fry,3.89,https://images.gr-assets.com/books/1335816092m/13227454.jpg
307931889,David Levithan,2012,Every Day,3.99,https://images.gr-assets.com/books/1356993940m/13262783.jpg
312861877,Orson Scott Card,1991,Xenocide,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743477561,William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine,1596,The Merchant of Venice,3.78,https://images.gr-assets.com/books/1327871054m/24128.jpg
440178002,James Clavell,1975,Shōgun,4.37,https://images.gr-assets.com/books/1397228842m/402093.jpg
451219368,J.R. Ward,2006,Lover Awakened (Black Dagger Brotherhood, #3),4.45,https://images.gr-assets.com/books/1388773547m/42900.jpg
1619634449,Sarah J. Maas,2015,A Court of Thorns and Roses,4.29,https://images.gr-assets.com/books/1491595796m/16096824.jpg
068983568X,Bill Martin Jr., John Archambault, Lois Ehlert,1989,Chicka Chicka Boom Boom,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545132053,Raina Telgemeier,2009,Smile,4.19,https://images.gr-assets.com/books/1438206850m/6393631.jpg
151010269,George Orwell, Christopher Hitchens,1950, Animal Farm & 1984,4.26,https://images.gr-assets.com/books/1327959366m/5472.jpg
140286276,Jacquelyn Mitchard,1996,The Deep End of the Ocean,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345457374,Amy Tan,2001,The Bonesetter's Daughter,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60288140,Louise Rennison,1999,Angus, Thongs and Full-Frontal Snogging,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
374214913,Robin Sloan,2012,Mr. Penumbra's 24-Hour Bookstore,3.75,https://images.gr-assets.com/books/1345089845m/13538873.jpg
743496310,V.C. Andrews,1979,Flowers in the Attic,3.79,https://images.gr-assets.com/books/1327880853m/43448.jpg
590452037,Jerry Spinelli,1990,Maniac Magee,3.86,https://images.gr-assets.com/books/1395884800m/139463.jpg
99285444,Chuck Palahniuk,1999,Invisible Monsters,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"743482778,William Shakespeare,1601,Twelfth Night; or, What You Will,3.97,https://images.gr-assets.com/books/1416628008m/1625.jpg"
385732562,Lois Lowry,2000,Gathering Blue,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
014240120X,Ellen Raskin,1978,The Westing Game,4.03,https://images.gr-assets.com/books/1356850909m/902.jpg
345539788,Pierce Brown,2014,Red Rising,4.26,https://images.gr-assets.com/books/1461354651m/15839976.jpg
316033677,Brent Weeks,2008,The Way of Shadows,4.15,https://images.gr-assets.com/books/1327881551m/3227063.jpg
812474945,Barbara Kingsolver,1988,The Bean Trees,3.94,https://images.gr-assets.com/books/1443483961m/30868.jpg
1476712980,Jamie McGuire,2013,Walking Disaster,4.23,https://images.gr-assets.com/books/1352338368m/15745950.jpg
765326361,Brandon Sanderson,2014,Words of Radiance,4.77,https://images.gr-assets.com/books/1391535251m/17332218.jpg
076360013X,Sam McBratney, Anita Jeram,1988,Guess How Much I Love You,4.36,https://images.gr-assets.com/books/1320457007m/301736.jpg
440221668,Diana Gabaldon,2001,The Fiery Cross,4.26,https://images.gr-assets.com/books/1407366842m/10967.jpg
450042685,Stephen King, John D. MacDonald,1978,Night Shift,3.96,https://images.gr-assets.com/books/1342215309m/10628.jpg
1400064562,Peter Benchley,1974,Jaws,3.96,https://images.gr-assets.com/books/1327958767m/126232.jpg
393328627,Nicole Krauss,2005,The History of Love,3.91,https://images.gr-assets.com/books/1327911009m/3867.jpg
142402494,Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn,1945,Pippi Långstrump,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1933372605,Muriel Barbery, Alison Anderson,2006,L'élégance du hérisson,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743270754,Doris Kearns Goodwin, Suzanne Toren,2005,Team of Rivals: The Political Genius of Abraham Lincoln,4.3,https://images.gr-assets.com/books/1347278868m/2199.jpg
441018645,Charlaine Harris,2010,Dead in the Family,3.88,https://images.gr-assets.com/books/1290479828m/7091488.jpg
679720219,Albert Camus, Stuart Gilbert,1947,La peste,3.97,https://images.gr-assets.com/books/1342837610m/11989.jpg
439206480,Lemony Snicket, Brett Helquist,1999,The Reptile Room,3.95,https://images.gr-assets.com/books/1352146294m/78418.jpg
145162137X,Susannah Cahalan,2012,Brain on Fire,4.0,https://images.gr-assets.com/books/1353173297m/13547180.jpg
61214655,Melissa Marr,2007,Wicked Lovely ,3.69,https://images.gr-assets.com/books/1327814035m/305234.jpg
039515023X,H.A. Rey,1941,Curious George,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
525457585,Michael Ende, Ralph Manheim, Roswitha Quadflieg,1979,Die unendliche Geschichte,4.17,https://images.gr-assets.com/books/1327871159m/27712.jpg
571212921,Sylvia Nasar,1998,A Beautiful Mind,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1884365302,Upton Sinclair, Earl Lee, Kathleen DeGrave,1906,The Jungle,3.72,https://images.gr-assets.com/books/1332140681m/41681.jpg
61662690,Kelley Armstrong,2008,The Summoning,4.03,https://images.gr-assets.com/books/1478986944m/2800905.jpg
684853949,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4.04,https://images.gr-assets.com/books/1447047702m/63697.jpg
006074815X,Ken Follett,1978,Storm Island,4.16,https://images.gr-assets.com/books/1327939511m/92364.jpg
1860498809,Margaret Atwood,2000,The Blind Assassin,3.95,https://images.gr-assets.com/books/1451445426m/78433.jpg
1594747350,Ransom Riggs,2014,Hollow City,4.07,https://images.gr-assets.com/books/1429175859m/23164983.jpg
375727345,Andre Dubus III,1999,House of Sand and Fog,3.83,https://images.gr-assets.com/books/1428883041m/359770.jpg
356500152,M.R. Carey,2014,The Girl with All the Gifts,3.93,https://images.gr-assets.com/books/1403033579m/17235026.jpg
067973225X,William Faulkner,1930,As I Lay Dying,3.72,https://images.gr-assets.com/books/1451810782m/77013.jpg
747532036,Crockett Johnson,1955,Harold and the Purple Crayon,4.24,https://images.gr-assets.com/books/1327390957m/98573.jpg
451218043,J.R. Ward,2006,Lover Eternal (Black Dagger Brotherhood, #2),4.35,https://images.gr-assets.com/books/1300845974m/35729.jpg
451458125,Jim Butcher,2001,Fool Moon ,4.04,https://images.gr-assets.com/books/1345556849m/91477.jpg
316204366,Malcolm Gladwell,2011,David and Goliath,3.9,https://images.gr-assets.com/books/1391813567m/15751404.jpg
61020648,Terry Pratchett,1989,Guards! Guards!,4.32,https://images.gr-assets.com/books/1431127356m/64216.jpg
